Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005226097.1,cysteine/glutathione ABC transporter membrane/ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93759.1 thiol reductant ABC exporter subunit CydD [Klebsiella pneumoniae],Mutated,8,588
YP_005224544.1,DUF3811 domain-containing protein,GCA_002156725.1 ARS92310.1 hypothetical protein B9G35_02095 [Klebsiella pneumoniae],Mutated,1,90
YP_005224709.1,ferredoxin-like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92461.1 tRNA epoxyqueuosine(34) reductase QueG [Klebsiella pneumoniae],Mutated,11,379
YP_005224311.1,ribokinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97108.1 ribokinase [Klebsiella pneumoniae],Mutated,9,310
YP_005227800.1,putative dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95416.1 quinone oxidoreductase [Klebsiella pneumoniae],Mutated,72,267
YP_005225695.1,IS3 family transposase,GCA_002202195.1 ASC22408.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,351,173
YP_005224433.1,UDP-N-acetylglucosamine 2-epimerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92201.1 UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [Klebsiella pneumoniae],Mutated,18,361
YP_005226403.1,"DNA topoisomerase III, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94028.1 DNA topoisomerase III [Klebsiella pneumoniae],Mutated,373,285
YP_005226775.1,multidrug efflux system protein MdtI [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94446.1 spermidine export protein MdtI [Klebsiella pneumoniae],Mutated,2,109
YP_005226044.1,phage major tail tube protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93714.1 phage major tail tube protein [Klebsiella pneumoniae],Mutated,7,171
YP_005227326.1,chromate ion transporter (CHR) family chromate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU09643.1 hypothetical protein BMF28_01640 [Klebsiella pneumoniae],Mutated,90,139
YP_005227528.1,calcium/sodium:proton antiporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95114.1 sodium-potassium/proton antiporter ChaA [Klebsiella pneumoniae],Mutated,1,366
YP_005225273.1,DNA polymerase IV [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92986.1 DNA polymerase IV [Klebsiella pneumoniae],Mutated,4,351
YP_005229132.1,putative RNA-binding protein with unique protein fold [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96771.1 L-threonylcarbamoyladenylate synthase type 1 TsaC [Klebsiella pneumoniae],Mutated,1,190
YP_005225477.1,"porin, LamB family, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93173.1 maltoporin [Klebsiella pneumoniae],Mutated,198,228
YP_005228306.1,DUF2732 domain-containing protein,GCA_018128465.1 QUC47024.1 DUF2732 domain-containing protein [Klebsiella pneumoniae],Mutated,6,74
YP_005225180.1,pullulanase-specific type II secretion system component K [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92903.1 pullulanase [Klebsiella pneumoniae],Mutated,32,317
YP_005227503.1,formyltetrahydrofolate deformylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95094.1 formyltetrahydrofolate deformylase [Klebsiella pneumoniae],Mutated,2,280
YP_005229075.1,malate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96715.1 malate dehydrogenase [Klebsiella pneumoniae],Mutated,1,312
YP_005229184.1,FKBP-type peptidyl-prolyl cis-trans isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96823.1 peptidylprolyl isomerase [Klebsiella pneumoniae],Mutated,1,195
YP_005227004.1,FAD-NAD(P)-binding protein,GCA_002156725.1 ARS94649.1 FAD/NAD(P) binding domain-containing protein [Klebsiella pneumoniae],Mutated,21,535
YP_005229499.1,50S ribosomal protein L21 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91959.1 hypothetical protein B9G35_00110 [Klebsiella pneumoniae],Mutated,4,156
YP_005224450.1,putative adenylate cyclase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92216.1 adenylate cyclase [Klebsiella pneumoniae],Mutated,29,850
YP_005226143.1,putative transmembrane amino acid transporter protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93797.1 septum formation initiator [Klebsiella pneumoniae],Mutated,17,429
YP_005227180.1,putative tonB-dependent receptor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97241.1 TonB-dependent siderophore receptor [Klebsiella pneumoniae],Mutated,14,701
YP_005226577.1,hypothetical protein KPHS_22770 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94259.1 NTP pyrophosphohydrolase [Klebsiella pneumoniae],Mutated,9,50
YP_005227934.1,acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95565.1 acetyltransferase [Klebsiella pneumoniae],Mutated,1,184
YP_005229493.1,MBL fold metallo-hydrolase,GCA_002156725.1 ARS91953.1 hypothetical protein B9G35_00080 [Klebsiella pneumoniae],Mutated,11,259
YP_005228679.1,putative NAD(P)H-dependent xylose reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96339.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,26,339
YP_005229298.1,4-amino-4-deoxy-L-arabinose transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96933.1 4-amino-4-deoxy-L-arabinose lipid A transferase [Klebsiella pneumoniae],Mutated,14,551
YP_005227078.1,MgtC family magnesium transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94718.1 magnesium transport protein MgtC [Klebsiella pneumoniae],Mutated,2,226
YP_005226871.1,GNAT family acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94528.1 N-acetyltransferase [Klebsiella pneumoniae],Mutated,5,148
YP_005228642.1,EAL domain-containing protein,GCA_002156725.1 ARS96305.1 diguanylate phosphodiesterase [Klebsiella pneumoniae],Mutated,6,238
YP_005228664.1,(4Fe-4S)-binding protein,GCA_002156725.1 ARS97310.1 hypothetical protein B9G35_23955 [Klebsiella pneumoniae],Mutated,13,89
YP_005224972.1,response regulator transcription factor,GCA_002156725.1 ARS97133.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,4,240
YP_005228815.1,transglycosylase SLT domain-containing protein,GCA_002156725.1 ARS96470.1 lytic transglycosylase [Klebsiella pneumoniae],Mutated,6,189
YP_005229477.1,glycerol kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97093.1 glycerol kinase [Klebsiella pneumoniae],Mutated,2,503
YP_005227643.1,L-serine ammonia-lyase 1 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95216.1 L-serine ammonia-lyase [Klebsiella pneumoniae],Mutated,5,454
YP_005227627.1,YcgN family cysteine cluster protein,GCA_002156725.1 ARS95202.1 hypothetical protein B9G35_17850 [Klebsiella pneumoniae],Mutated,2,148
YP_005226425.1,nucleotide excision repair endonuclease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94046.1 nucleotide excision repair endonuclease [Klebsiella pneumoniae],Mutated,6,287
YP_005225319.1,DMT family transporter,GCA_002156725.1 ARS93029.1 EamA family transporter [Klebsiella pneumoniae],Mutated,24,289
YP_005226526.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94208.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,294
YP_005227768.1,"irp3 protein, yersiniabactin siderophore biosynthetic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95365.1 oxidoreductase [Klebsiella pneumoniae],Mutated,13,366
YP_005225861.1,endonuclease 8 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93537.1 endonuclease VIII [Klebsiella pneumoniae],Mutated,12,263
YP_005227680.1,tellurite resistance TerB family protein,GCA_002156725.1 ARS95250.1 protein YebE [Klebsiella pneumoniae],Mutated,7,219
YP_005226337.1,hypothetical protein KPHS_20370 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93970.1 hypothetical protein B9G35_11210 [Klebsiella pneumoniae],Mutated,24,59
YP_005225146.1,YacL family protein,GCA_002156725.1 ARS92874.1 UPF0231 family protein [Klebsiella pneumoniae],Mutated,1,120
YP_005225964.1,DksA/TraR family C4-type zinc finger protein,GCA_002156725.1 ARS93629.1 hypothetical protein B9G35_09340 [Klebsiella pneumoniae],Mutated,3,88
YP_005229535.1,phosphonoacetaldehyde hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91991.1 phosphonoacetaldehyde hydrolase [Klebsiella pneumoniae],Mutated,19,269
YP_005225648.1,transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25254.1 MFS transporter [Klebsiella pneumoniae],Mutated,78,390
YP_005228301.1,CI repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_029541645.1 WFB16988.1 helix-turn-helix domain-containing protein [Klebsiella pneumoniae],Mutated,4,198
YP_005227783.1,type IV secretory pathway VirB9 component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97272.1 P-type conjugative transfer protein VirB9 [Klebsiella pneumoniae],Mutated,23,302
YP_005224356.1,raffinose permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92123.1 MFS transporter [Klebsiella pneumoniae],Mutated,9,421
YP_005227052.1,TENA/THI-4 family protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94694.1 thiaminase II [Klebsiella pneumoniae],Mutated,18,231
YP_005225179.1,pullulanase L protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92902.1 type II secretion system protein GspL [Klebsiella pneumoniae],Mutated,22,397
YP_005227882.1,putative response regulator receiver [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95523.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,15,233
YP_005229320.1,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,GCA_002156725.1 ARS96954.1 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ [Klebsiella pneumoniae],Mutated,2,280
YP_005224818.1,leucyl aminopeptidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92563.1 cytosol aminopeptidase [Klebsiella pneumoniae],Mutated,2,503
YP_005228872.1,esterase YqiA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96523.1 esterase YqiA [Klebsiella pneumoniae],Mutated,1,191
YP_005225937.1,molybdenum cofactor biosynthesis protein A [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93605.1 GTP 3',8-cyclase MoaA [Klebsiella pneumoniae]",Mutated,21,329
YP_005226243.1,drug efflux system protein MdtG [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93891.1 MFS transporter [Klebsiella pneumoniae],Mutated,5,408
YP_005228954.1,major facilitator superfamily hexuronate transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96602.1 MFS transporter [Klebsiella pneumoniae],Mutated,4,433
YP_005229230.1,"ferrous iron transport protein A, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96867.1 ferrous iron transporter A [Klebsiella pneumoniae],Mutated,30,45
YP_005227664.1,GAF domain-containing protein,GCA_002156725.1 ARS95237.1 Free methionine-R-sulfoxide reductase [Klebsiella pneumoniae],Mutated,32,170
YP_005228123.1,putative negative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95741.1 hypothetical protein B9G35_20835 [Klebsiella pneumoniae],Mutated,18,72
YP_005225931.1,hypothetical protein KPHS_16310 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93597.1 dTDP-4-dehydrorhamnose reductase [Klebsiella pneumoniae],Mutated,4,70
YP_005228894.1,short-chain dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96542.1 short-chain dehydrogenase [Klebsiella pneumoniae],Mutated,9,48
YP_005226846.1,multiple antibiotic resistance protein MarB,GCA_002156725.1 ARS94507.1 multiple antibiotic resistance regulatory periplasmic protein MarB [Klebsiella pneumoniae],Mutated,4,72
YP_005228239.1,putative ABC-type transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95900.1 hypothetical protein B9G35_21655 [Klebsiella pneumoniae],Mutated,20,199
YP_005229370.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96996.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,338
YP_005228125.1,cell division protein ZipA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97291.1 cell division protein ZipA [Klebsiella pneumoniae],Mutated,35,353
YP_005227617.1,"muramoyltetrapeptide carboxypeptidase, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95193.1 muramoyltetrapeptide carboxypeptidase [Klebsiella pneumoniae],Mutated,200,126
YP_005227265.1,FUSC family protein,GCA_002156725.1 ARS94880.1 fusaric acid resistance protein [Klebsiella pneumoniae],Mutated,152,539
YP_005227607.1,putative fatty acid desaturase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95185.1 fatty acid desaturase [Klebsiella pneumoniae],Mutated,36,328
YP_005224670.1,putative TetR/AcrR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97124.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,6,196
YP_005227094.1,DUF2236 domain-containing protein,GCA_002156725.1 ARS94727.1 histidine kinase [Klebsiella pneumoniae],Mutated,9,289
YP_005228822.1,hypothetical protein KPHS_45220 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96476.1 hypothetical protein B9G35_24750 [Klebsiella pneumoniae],Mutated,3,361
YP_005228860.1,GNAT family N-acetyltransferase,GCA_002156725.1 ARS96511.1 N-acetyltransferase [Klebsiella pneumoniae],Mutated,7,175
YP_005227323.1,ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94934.1 nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,11,276
YP_005227496.1,thymidine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95088.1 thymidine kinase [Klebsiella pneumoniae],Mutated,34,175
YP_005226167.1,competence activator protein Sxy [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93822.1 competence protein [Klebsiella pneumoniae],Mutated,3,198
YP_005229552.1,hypothetical protein KPHS_52520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21986.1 hypothetical protein AM386_09185 [Klebsiella pneumoniae],Mutated,8,44
YP_005226761.1,hypothetical protein KPHS_24610 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94431.1 hypothetical protein B9G35_13685 [Klebsiella pneumoniae],Mutated,6,118
YP_005226454.1,putative MarR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94072.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,22,152
YP_005225754.1,type II toxin-antitoxin system RelE/ParE family toxin,GCA_002156725.1 ARS93435.1 plasmid stabilization protein [Klebsiella pneumoniae],Mutated,8,100
YP_005225639.1,hypothetical protein KPHS_13390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU13160.1 hypothetical protein BMF28_21065 [Klebsiella pneumoniae],Mutated,3,45
YP_005224816.1,valyl-tRNA synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92561.1 valine--tRNA ligase [Klebsiella pneumoniae],Mutated,20,951
YP_005227857.1,glucose-1-phosphate thymidylyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95505.1 glucose-1-phosphate thymidylyltransferase [Klebsiella pneumoniae],Mutated,21,289
YP_005228257.1,putative DNA-binding transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95915.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,282
YP_005226208.1,putative flavin:NADH reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93862.1 pyrimidine utilization flavin reductase protein F [Klebsiella pneumoniae],Mutated,6,164
YP_005228926.1,hypothetical protein KPHS_46260 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97319.1 hypothetical protein B9G35_25280 [Klebsiella pneumoniae],Mutated,6,61
YP_005225354.1,delta-aminolevulinic acid dehydratase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93059.1 delta-aminolevulinic acid dehydratase [Klebsiella pneumoniae],Mutated,2,324
YP_005225977.1,phosphoethanolamine transferase,GCA_002156725.1 ARS93640.1 phosphoethanolamine transferase [Klebsiella pneumoniae],Mutated,8,526
YP_005227840.1,imidazole glycerol phosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95482.1 imidazole glycerol phosphate synthase subunit HisH [Klebsiella pneumoniae],Mutated,6,196
YP_005225203.1,glutamate-1-semialdehyde aminotransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92919.1 glutamate-1-semialdehyde 2,1-aminomutase [Klebsiella pneumoniae]",Mutated,3,426
YP_005228120.1,glutamyl-tRNA synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95738.1 glutamate--tRNA ligase [Klebsiella pneumoniae],Mutated,10,472
YP_005227414.1,putative regulatory protein TetR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95017.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,212
YP_005228470.1,small toxic membrane polypeptide [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97303.1 Hok/Gef family protein [Klebsiella pneumoniae],Mutated,3,50
YP_005225042.1,Oxaloacetate decarboxylase gamma chain [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92774.1 oxaloacetate decarboxylase subunit gamma [Klebsiella pneumoniae],Mutated,20,83
YP_005224369.1,superoxide dismutase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92136.1 superoxide dismutase [Klebsiella pneumoniae],Mutated,1,206
YP_005225478.1,lac repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93174.1 lac repressor [Klebsiella pneumoniae],Mutated,2,356
YP_005229408.1,DNA-binding transcriptional repressor LldR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97036.1 transcriptional regulator LldR [Klebsiella pneumoniae],Mutated,2,257
YP_005225957.1,putative transketolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93623.1 transketolase [Klebsiella pneumoniae],Mutated,2,281
YP_005226680.1,transcriptional repressor for phenylacetic acid degradation [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94355.1 phenylacetic acid degradation operon negative regulatory protein PaaX [Klebsiella pneumoniae],Mutated,10,308
YP_005224498.1,50S ribosomal protein L1 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92265.1 50S ribosomal protein L1 [Klebsiella pneumoniae],Mutated,2,234
YP_005229251.1,aspartate-semialdehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96890.1 aspartate-semialdehyde dehydrogenase [Klebsiella pneumoniae],Mutated,3,368
YP_005227742.1,"positive regulator for ctr capsule biosynthesis, positive transcription factor [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95309.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,2,207
YP_005225461.1,hypothetical protein KPHS_11610 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93160.1 hypothetical protein B9G35_06745 [Klebsiella pneumoniae],Mutated,2,85
YP_005226487.1,osmotically-inducible lipoprotein OsmB,GCA_002156725.1 ARS94105.1 osmotically-inducible lipoprotein B [Klebsiella pneumoniae],Mutated,10,82
YP_005228360.1,polyketide cyclase/dehydrase family protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95965.1 ubiquinone-binding protein [Klebsiella pneumoniae],Mutated,17,145
YP_005228790.1,TIGR03756 family integrating conjugative element protein,GCA_002156725.1 ARS96448.1 integrating conjugative element protein [Klebsiella pneumoniae],Mutated,15,313
YP_005226163.1,putative ATP-dependent protease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93817.1 Lon protease [Klebsiella pneumoniae],Mutated,11,585
YP_005227578.1,hypothetical protein KPHS_32780 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95162.1 hypothetical protein B9G35_17640 [Klebsiella pneumoniae],Mutated,53,53
YP_005227658.1,putative outer membrane or exported [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95231.1 hypothetical protein B9G35_18010 [Klebsiella pneumoniae],Mutated,2,79
YP_005224541.1,sorbitol-6-phosphate 2-dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92307.1 sorbitol-6-phosphate 2-dehydrogenase [Klebsiella pneumoniae],Mutated,4,267
YP_005224536.1,L-sorbose 1-phosphate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92302.1 L-sorbose 1-phosphate reductase [Klebsiella pneumoniae],Mutated,5,410
YP_005228975.1,hypothetical protein KPHS_46750 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25915.1 hypothetical protein AM386_06185 [Klebsiella pneumoniae],Mutated,37,41
YP_005226664.1,phenylacetaldehyde dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94339.1 phenylacetaldehyde dehydrogenase [Klebsiella pneumoniae],Mutated,13,499
YP_005228976.1,(D)-galactarate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96621.1 galactarate dehydratase [Klebsiella pneumoniae],Mutated,6,523
YP_005227850.1,lipopolysaccharide O-antigen ABC transport system transmembrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97275.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,1,255
YP_005228026.1,O-succinylbenzoic acid synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95653.1 o-succinylbenzoate synthase [Klebsiella pneumoniae],Mutated,15,321
YP_005224912.1,DUF2164 domain-containing protein,GCA_002156725.1 ARS92655.1 hypothetical protein B9G35_03975 [Klebsiella pneumoniae],Mutated,4,79
YP_005226586.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94268.1 hypothetical protein B9G35_12820 [Klebsiella pneumoniae],Mutated,10,117
YP_005225997.1,peptide ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93659.1 glutathione ABC transporter substrate-binding protein GsiB [Klebsiella pneumoniae],Mutated,9,513
YP_005227407.1,ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95010.1 hypothetical protein B9G35_16785 [Klebsiella pneumoniae],Mutated,14,352
YP_005226290.1,hypothetical protein KPHS_19900 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24617.1 hypothetical protein AM386_23755 [Klebsiella pneumoniae],Mutated,3,40
YP_005224746.1,D-alanine/D-serine/glycine permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92497.1 D-serine/D-alanine/glycine transporter [Klebsiella pneumoniae],Mutated,11,467
YP_005226002.1,biofilm formation regulatory protein BssR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93665.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,4,127
YP_005226339.1,hypothetical protein KPHS_20390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24566.1 hypothetical protein AM386_23460 [Klebsiella pneumoniae],Mutated,11,54
YP_005226574.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94256.1 hypothetical protein B9G35_12750 [Klebsiella pneumoniae],Mutated,33,381
YP_005226181.1,diguanylate phosphodiesterase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93836.1 diguanylate phosphodiesterase [Klebsiella pneumoniae],Mutated,380,206
YP_005229306.1,nickel transporter permease NikB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96940.1 nickel ABC transporter permease subunit NikB [Klebsiella pneumoniae],Mutated,9,314
YP_005229235.1,putative gluconate transporter periplasmic gluconate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96872.1 DNA utilization protein GntX [Klebsiella pneumoniae],Mutated,18,212
YP_005225501.1,heat shock protein 90 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93195.1 molecular chaperone HtpG [Klebsiella pneumoniae],Mutated,3,624
YP_005228425.1,cryptic 6-phospho-beta-glucosidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96095.1 6-phospho-beta-glucosidase [Klebsiella pneumoniae],Mutated,8,474
YP_005227678.1,"protease 2, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95249.1 oligopeptidase B [Klebsiella pneumoniae],Mutated,545,149
YP_005225589.1,hypothetical protein KPHS_12890 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV39430.1 hypothetical protein C2U50_23155 [Klebsiella pneumoniae],Mutated,2,118
YP_005227668.1,YebV family protein,GCA_002156725.1 ARS95241.1 hypothetical protein B9G35_18060 [Klebsiella pneumoniae],Mutated,24,102
YP_005227130.1,protein AraJ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94758.1 MFS transporter AraJ [Klebsiella pneumoniae],Mutated,4,384
