Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005226374.1,hypothetical protein KPHS_20740 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94003.1 hypothetical protein B9G35_11385 [Klebsiella pneumoniae],Mutated,5,187,Hypothetical Proteins
YP_005229287.1,putative receptor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96923.1 hypothetical protein B9G35_27145 [Klebsiella pneumoniae],Mutated,4,116,Hypothetical Proteins
YP_005224936.1,hypothetical protein KPHS_06360 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92679.1 hypothetical protein B9G35_04100 [Klebsiella pneumoniae],Mutated,38,54,Hypothetical Proteins
YP_005229113.1,hypothetical protein KPHS_48130 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96753.1 hypothetical protein B9G35_26230 [Klebsiella pneumoniae],Mutated,4,170,Hypothetical Proteins
YP_005224507.1,hypothetical protein KPHS_02070 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92274.1 hypothetical protein B9G35_01885 [Klebsiella pneumoniae],Mutated,31,40,Hypothetical Proteins
YP_005224681.1,putative lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92429.1 hypothetical protein B9G35_02760 [Klebsiella pneumoniae],Mutated,2,117,Hypothetical Proteins
YP_005228142.1,hypothetical protein KPHS_38420 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20683.1 hypothetical protein AM386_02135 [Klebsiella pneumoniae],Mutated,1,45,Hypothetical Proteins
YP_005226005.1,hypothetical protein KPHS_17050 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24899.1 hypothetical protein AM386_25365 [Klebsiella pneumoniae],Mutated,8,42,Hypothetical Proteins
YP_005228283.1,hypothetical protein KPHS_39830 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20836.1 hypothetical protein AM386_02935 [Klebsiella pneumoniae],Mutated,3,37,Hypothetical Proteins
YP_005226033.1,hypothetical protein KPHS_17340 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93705.1 hypothetical protein B9G35_09735 [Klebsiella pneumoniae],Mutated,70,169,Hypothetical Proteins
YP_005224765.1,hypothetical protein KPHS_04660 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25954.1 hypothetical protein AM386_12075 [Klebsiella pneumoniae],Mutated,3,42,Hypothetical Proteins
YP_005226205.1,hypothetical protein KPHS_19050 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24698.1 hypothetical protein AM386_24230 [Klebsiella pneumoniae],Mutated,6,43,Hypothetical Proteins
YP_005225464.1,membrane protein,GCA_002156725.1 ARS93163.1 hypothetical protein B9G35_06760 [Klebsiella pneumoniae],Mutated,11,204,Hypothetical Proteins
YP_005226161.1,membrane integrity-associated transporter subunit PqiC,GCA_002156725.1 ARS93813.1 hypothetical protein B9G35_10345 [Klebsiella pneumoniae],Mutated,2,187,Hypothetical Proteins
YP_005229418.1,divergent polysaccharide deacetylase family protein,GCA_002156725.1 ARS97046.1 hypothetical protein B9G35_27820 [Klebsiella pneumoniae],Mutated,9,315,Hypothetical Proteins
YP_005226778.1,hypothetical protein KPHS_24780 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24072.1 hypothetical protein AM386_20745 [Klebsiella pneumoniae],Mutated,1,47,Hypothetical Proteins
YP_005227673.1,YebY family protein,GCA_002156725.1 ARS97265.1 hypothetical protein B9G35_18085 [Klebsiella pneumoniae],Mutated,3,112,Hypothetical Proteins
YP_005227122.1,hypothetical protein KPHS_28220 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23750.1 hypothetical protein AM386_18995 [Klebsiella pneumoniae],Mutated,2,43,Hypothetical Proteins
YP_005229292.1,DcrB family lipoprotein,GCA_002156725.1 ARS96928.1 hypothetical protein B9G35_27170 [Klebsiella pneumoniae],Mutated,3,185,Hypothetical Proteins
YP_005228403.1,competence damage-inducible protein A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96073.1 hypothetical protein B9G35_22635 [Klebsiella pneumoniae],Mutated,3,165,Hypothetical Proteins
YP_005229018.1,hypothetical protein KPHS_47180 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25917.1 hypothetical protein AM386_06400 [Klebsiella pneumoniae],Mutated,1,51,Hypothetical Proteins
YP_005224708.1,hypothetical protein KPHS_04080 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92460.1 hypothetical protein B9G35_02915 [Klebsiella pneumoniae],Mutated,1,66,Hypothetical Proteins
YP_005226538.1,hypothetical protein KPHS_22380 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94221.1 hypothetical protein B9G35_12575 [Klebsiella pneumoniae],Mutated,82,77,Hypothetical Proteins
YP_005227417.1,hypothetical protein KPHS_31170 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23468.1 hypothetical protein AM386_17450 [Klebsiella pneumoniae],Mutated,1,43,Hypothetical Proteins
YP_005226903.1,glycoside hydrolase family 10 protein,GCA_002156725.1 ARS94561.1 hypothetical protein B9G35_14385 [Klebsiella pneumoniae],Mutated,15,430,Hypothetical Proteins
YP_005227853.1,small membrane protein,GCA_002202195.1 ASC25664.1 hypothetical protein AM386_29690 [Klebsiella pneumoniae],Mutated,18,40,Hypothetical Proteins
YP_005228374.1,DUF883 domain-containing protein,GCA_002156725.1 ARS96047.1 hypothetical protein B9G35_22475 [Klebsiella pneumoniae],Mutated,3,115,Hypothetical Proteins
YP_005228177.1,YpfN family protein,GCA_002156725.1 ARS95790.1 hypothetical protein B9G35_21090 [Klebsiella pneumoniae],Mutated,2,67,Hypothetical Proteins
YP_005229595.1,hypothetical protein KPHS_52950 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22030.1 hypothetical protein AM386_09410 [Klebsiella pneumoniae],Mutated,1,44,Hypothetical Proteins
YP_005224304.1,ATPase RavA stimulator ViaA,GCA_002156725.1 ARS92070.1 hypothetical protein B9G35_00695 [Klebsiella pneumoniae],Mutated,4,482,Hypothetical Proteins
YP_005226950.1,DUF2255 family protein,GCA_002156725.1 ARS97232.1 hypothetical protein B9G35_14590 [Klebsiella pneumoniae],Mutated,3,123,Hypothetical Proteins
YP_005225573.1,hypothetical protein KPHS_12730 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV39414.1 hypothetical protein C2U50_23065 [Klebsiella pneumoniae],Mutated,6,160,Hypothetical Proteins
YP_005224792.1,hypothetical protein KPHS_04920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22536.1 hypothetical protein AM386_12225 [Klebsiella pneumoniae],Mutated,22,42,Hypothetical Proteins
YP_005227781.1,hypothetical protein KPHS_34810 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25600.1 hypothetical protein AM386_29325 [Klebsiella pneumoniae],Mutated,2,39,Hypothetical Proteins
YP_005227092.1,hypothetical protein KPHS_27920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94725.1 hypothetical protein B9G35_15265 [Klebsiella pneumoniae],Mutated,1,60,Hypothetical Proteins
YP_005224967.1,threonine/serine exporter,GCA_002156725.1 ARS92707.1 hypothetical protein B9G35_04260 [Klebsiella pneumoniae],Mutated,1,157,Hypothetical Proteins
YP_005228718.1,hypothetical protein KPHS_44180 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21241.1 hypothetical protein AM386_05160 [Klebsiella pneumoniae],Mutated,7,44,Hypothetical Proteins
YP_005224461.1,thioesterase family protein,GCA_002156725.1 ARS92227.1 hypothetical protein B9G35_01590 [Klebsiella pneumoniae],Mutated,1,154,Hypothetical Proteins
YP_005225936.1,putative phosphatase/sulfatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93603.1 hypothetical protein B9G35_09210 [Klebsiella pneumoniae],Mutated,4,301,Hypothetical Proteins
YP_005226872.1,tautomerase family protein,GCA_002156725.1 ARS94530.1 hypothetical protein B9G35_14225 [Klebsiella pneumoniae],Mutated,93,73,Hypothetical Proteins
YP_005227870.1,capsule assembly Wzi family protein,GCA_002156725.1 ARS95514.1 hypothetical protein B9G35_19580 [Klebsiella pneumoniae],Mutated,108,477,Hypothetical Proteins
YP_005226796.1,DUF1283 family protein,GCA_002156725.1 ARS94463.1 hypothetical protein B9G35_13855 [Klebsiella pneumoniae],Mutated,23,113,Hypothetical Proteins
YP_005228726.1,thiamine pyrophosphate enzyme [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96384.1 hypothetical protein B9G35_24270 [Klebsiella pneumoniae],Mutated,11,546,Hypothetical Proteins
YP_005228395.1,DedA family protein,GCA_002156725.1 ARS96066.1 hypothetical protein B9G35_22570 [Klebsiella pneumoniae],Mutated,3,142,Hypothetical Proteins
YP_005228812.1,hypothetical protein KPHS_45120 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96467.1 hypothetical protein B9G35_24705 [Klebsiella pneumoniae],Mutated,5,87,Hypothetical Proteins
YP_005224581.1,MmcQ/YjbR family DNA-binding protein,GCA_002156725.1 ARS92345.1 hypothetical protein B9G35_02275 [Klebsiella pneumoniae],Mutated,1,118,Hypothetical Proteins
YP_005227294.1,hypothetical protein KPHS_29940 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23584.1 hypothetical protein AM386_18100 [Klebsiella pneumoniae],Mutated,2,40,Hypothetical Proteins
YP_005227734.1,DUF2594 family protein,GCA_002156725.1 ARS95301.1 hypothetical protein B9G35_18395 [Klebsiella pneumoniae],Mutated,3,74,Hypothetical Proteins
YP_005227825.1,DUF496 family protein,GCA_002156725.1 ARS95466.1 hypothetical protein B9G35_19325 [Klebsiella pneumoniae],Mutated,14,96,Hypothetical Proteins
YP_005227806.1,hypothetical protein KPHS_35050 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25575.1 hypothetical protein AM386_29190 [Klebsiella pneumoniae],Mutated,1,50,Hypothetical Proteins
YP_005224720.1,hypothetical protein KPHS_04200 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92471.1 hypothetical protein B9G35_02985 [Klebsiella pneumoniae],Mutated,5,96,Hypothetical Proteins
YP_005227084.1,carbohydrate porin,GCA_003574255.1 BBE61333.1 hypothetical protein TRKP064_2239 [Klebsiella pneumoniae],Mutated,108,331,Hypothetical Proteins
YP_005224779.1,putative cytoplasmic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92528.1 hypothetical protein B9G35_03270 [Klebsiella pneumoniae],Mutated,2,120,Hypothetical Proteins
YP_005226585.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94267.1 hypothetical protein B9G35_12815 [Klebsiella pneumoniae],Mutated,14,217,Hypothetical Proteins
YP_005228828.1,DUF2857 domain-containing protein,GCA_002156725.1 ARS96482.1 hypothetical protein B9G35_24780 [Klebsiella pneumoniae],Mutated,5,194,Hypothetical Proteins
YP_005226029.1,LysB family phage lysis regulatory protein,GCA_002156725.1 ARS93702.1 hypothetical protein B9G35_09720 [Klebsiella pneumoniae],Mutated,9,142,Hypothetical Proteins
YP_005228297.1,putative iron-regulated membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95952.1 hypothetical protein B9G35_21955 [Klebsiella pneumoniae],Mutated,21,456,Hypothetical Proteins
YP_005225358.1,DUF1615 domain-containing protein,GCA_002156725.1 ARS93063.1 hypothetical protein B9G35_06240 [Klebsiella pneumoniae],Mutated,7,368,Hypothetical Proteins
YP_005229573.1,hypothetical protein KPHS_52730 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92028.1 hypothetical protein B9G35_00470 [Klebsiella pneumoniae],Mutated,24,360,Hypothetical Proteins
YP_005226378.1,putative an aldehyde reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94007.1 hypothetical protein B9G35_11405 [Klebsiella pneumoniae],Mutated,26,271,Hypothetical Proteins
YP_005228314.1,phage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_030490655.1 WKI52379.1 hypothetical protein QYQ70_24065 [Klebsiella pneumoniae],Mutated,22,243,Hypothetical Proteins
YP_005226579.1,hypothetical protein KPHS_22790 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94261.1 hypothetical protein B9G35_12785 [Klebsiella pneumoniae],Mutated,68,137,Hypothetical Proteins
YP_005225631.1,"auxiliary transport protein, membrane fusion protein (MFP) family [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93324.1 hypothetical protein B9G35_07630 [Klebsiella pneumoniae],Mutated,14,380,Hypothetical Proteins
YP_005227597.1,hypothetical protein KPHS_32970 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25376.1 hypothetical protein AM386_28070 [Klebsiella pneumoniae],Mutated,3,48,Hypothetical Proteins
YP_005228590.1,hypothetical protein KPHS_42900 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96255.1 hypothetical protein B9G35_23580 [Klebsiella pneumoniae],Mutated,10,106,Hypothetical Proteins
YP_005227604.1,hypothetical protein KPHS_33040 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25382.1 hypothetical protein AM386_28100 [Klebsiella pneumoniae],Mutated,11,47,Hypothetical Proteins
YP_005226039.1,hypothetical protein KPHS_17390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93709.1 hypothetical protein B9G35_09760 [Klebsiella pneumoniae],Mutated,482,983,Hypothetical Proteins
YP_005228398.1,hypothetical protein KPHS_40980 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002761315.1 ATU10869.1 hypothetical protein BMF28_08560 [Klebsiella pneumoniae],Mutated,15,46,Hypothetical Proteins
YP_005224845.1,hypothetical protein KPHS_05450 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE16285.1 hypothetical protein C5707_021535 [Klebsiella pneumoniae],Mutated,3,49,Hypothetical Proteins
YP_005227629.1,YcgL domain-containing protein,GCA_002156725.1 ARS95204.1 hypothetical protein B9G35_17860 [Klebsiella pneumoniae],Mutated,32,62,Hypothetical Proteins
YP_005227305.1,membrane protein,GCA_002156725.1 ARS94919.1 hypothetical protein B9G35_16300 [Klebsiella pneumoniae],Mutated,3,175,Hypothetical Proteins
YP_005229515.1,hypothetical protein KPHS_52150 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91972.1 hypothetical protein B9G35_00185 [Klebsiella pneumoniae],Mutated,6,91,Hypothetical Proteins
YP_005226539.1,hypothetical protein KPHS_22390 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94222.1 hypothetical protein B9G35_12580 [Klebsiella pneumoniae],Mutated,33,37,Hypothetical Proteins
YP_005227953.1,DUF418 family protein,GCA_002156725.1 ARS95584.1 hypothetical protein B9G35_19965 [Klebsiella pneumoniae],Mutated,19,385,Hypothetical Proteins
YP_005224774.1,ribosome-associated protein,GCA_002156725.1 ARS92524.1 hypothetical protein B9G35_03250 [Klebsiella pneumoniae],Mutated,3,183,Hypothetical Proteins
YP_005228098.1,hypothetical protein KPHS_37980 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95720.1 hypothetical protein B9G35_20685 [Klebsiella pneumoniae],Mutated,210,117,Hypothetical Proteins
YP_005227674.1,putative resistance protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95245.1 hypothetical protein B9G35_18090 [Klebsiella pneumoniae],Mutated,13,289,Hypothetical Proteins
YP_005229193.1,OsmC family protein,GCA_002156725.1 ARS96831.1 hypothetical protein B9G35_26665 [Klebsiella pneumoniae],Mutated,36,98,Hypothetical Proteins
YP_005229286.1,DUF1145 family protein,GCA_002156725.1 ARS96922.1 hypothetical protein B9G35_27140 [Klebsiella pneumoniae],Mutated,1,91,Hypothetical Proteins
YP_005225602.1,putative outer membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93299.1 hypothetical protein B9G35_07490 [Klebsiella pneumoniae],Mutated,25,811,Hypothetical Proteins
YP_005229023.1,hypothetical protein KPHS_47230 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96663.1 hypothetical protein B9G35_25745 [Klebsiella pneumoniae],Mutated,55,82,Hypothetical Proteins
YP_005224860.1,hypothetical protein KPHS_05600 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92602.1 hypothetical protein B9G35_03690 [Klebsiella pneumoniae],Mutated,35,224,Hypothetical Proteins
YP_005226996.1,hypothetical protein KPHS_26960 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94641.1 hypothetical protein B9G35_14810 [Klebsiella pneumoniae],Mutated,13,72,Hypothetical Proteins
YP_005226085.1,putative surface protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93747.1 hypothetical protein B9G35_09980 [Klebsiella pneumoniae],Mutated,4,299,Hypothetical Proteins
YP_005228810.1,hypothetical protein KPHS_45100 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96465.1 hypothetical protein B9G35_24695 [Klebsiella pneumoniae],Mutated,3,158,Hypothetical Proteins
YP_005228792.1,hypothetical protein KPHS_44920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96450.1 hypothetical protein B9G35_24610 [Klebsiella pneumoniae],Mutated,212,532,Hypothetical Proteins
YP_005229401.1,DUF3302 domain-containing protein,GCA_002156725.1 ARS97029.1 hypothetical protein B9G35_27735 [Klebsiella pneumoniae],Mutated,1,122,Hypothetical Proteins
YP_005226587.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94269.1 hypothetical protein B9G35_12825 [Klebsiella pneumoniae],Mutated,33,398,Hypothetical Proteins
YP_005224585.1,hypothetical protein KPHS_02850 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25947.1 hypothetical protein AM386_11150 [Klebsiella pneumoniae],Mutated,3,54,Hypothetical Proteins
YP_005229539.1,DUF1198 family protein,GCA_002156725.1 ARS91995.1 hypothetical protein B9G35_00305 [Klebsiella pneumoniae],Mutated,5,150,Hypothetical Proteins
YP_005225856.1,putative carboxylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93532.1 hypothetical protein B9G35_08780 [Klebsiella pneumoniae],Mutated,8,310,Hypothetical Proteins
YP_005225523.1,hypothetical protein KPHS_12230 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23249.1 hypothetical protein AM386_16125 [Klebsiella pneumoniae],Mutated,2,37,Hypothetical Proteins
YP_005226718.1,YdgA family protein,GCA_002156725.1 ARS94389.1 hypothetical protein B9G35_13460 [Klebsiella pneumoniae],Mutated,32,519,Hypothetical Proteins
YP_005224861.1,hypothetical protein KPHS_05610 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92603.1 hypothetical protein B9G35_03695 [Klebsiella pneumoniae],Mutated,1,60,Hypothetical Proteins
YP_005227451.1,inner membrane protein YdiK [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95049.1 hypothetical protein B9G35_16985 [Klebsiella pneumoniae],Mutated,5,370,Hypothetical Proteins
YP_005226621.1,hypothetical protein KPHS_23210 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94299.1 hypothetical protein B9G35_12990 [Klebsiella pneumoniae],Mutated,11,164,Hypothetical Proteins
YP_005224892.1,hypothetical protein KPHS_05920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92635.1 hypothetical protein B9G35_03875 [Klebsiella pneumoniae],Mutated,6,105,Hypothetical Proteins
YP_005226779.1,hypothetical protein KPHS_24790 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24071.1 hypothetical protein AM386_20740 [Klebsiella pneumoniae],Mutated,1,39,Hypothetical Proteins
YP_005224534.1,putative alpha helix protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92300.1 hypothetical protein B9G35_02045 [Klebsiella pneumoniae],Mutated,3,543,Hypothetical Proteins
YP_005224761.1,hypothetical protein KPHS_04610 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92513.1 hypothetical protein B9G35_03195 [Klebsiella pneumoniae],Mutated,125,388,Hypothetical Proteins
YP_005225469.1,hypothetical protein KPHS_11690 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23197.1 hypothetical protein AM386_15865 [Klebsiella pneumoniae],Mutated,4,47,Hypothetical Proteins
YP_005227795.1,ATP-binding protein,GCA_003367555.1 AXK96314.1 hypothetical protein C2L60_09530 [Klebsiella pneumoniae],Mutated,182,748,Hypothetical Proteins
YP_005228512.1,YqcC family protein,GCA_002156725.1 ARS96178.1 hypothetical protein B9G35_23175 [Klebsiella pneumoniae],Mutated,1,109,Hypothetical Proteins
YP_005226563.1,putative bacteriophage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94244.1 hypothetical protein B9G35_12690 [Klebsiella pneumoniae],Mutated,121,162,Hypothetical Proteins
YP_005225084.1,hypothetical protein KPHS_07840 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC22833.1 hypothetical protein AM386_13880 [Klebsiella pneumoniae],Mutated,2,56,Hypothetical Proteins
YP_005228099.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95720.1 hypothetical protein B9G35_20685 [Klebsiella pneumoniae],Mutated,113,200,Hypothetical Proteins
YP_005226644.1,hypothetical protein KPHS_23440 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94321.1 hypothetical protein B9G35_13100 [Klebsiella pneumoniae],Mutated,2,64,Hypothetical Proteins
YP_005224852.1,P4 phage protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92598.1 hypothetical protein B9G35_03660 [Klebsiella pneumoniae],Mutated,11,106,Hypothetical Proteins
YP_005226592.1,hypothetical protein KPHS_22920 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE12407.1 hypothetical protein C5707_000160 [Klebsiella pneumoniae],Mutated,469,1007,Hypothetical Proteins
YP_005225866.1,hypothetical protein KPHS_15670 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003574275.1 BBE68136.1 hypothetical protein TRKP067_3451 [Klebsiella pneumoniae],Mutated,1,54,Hypothetical Proteins
YP_005227924.1,DUF1456 family protein,GCA_002156725.1 ARS95556.1 hypothetical protein B9G35_19820 [Klebsiella pneumoniae],Mutated,2,156,Hypothetical Proteins
YP_005227773.1,DUF2857 domain-containing protein,GCA_002156725.1 ARS95371.1 hypothetical protein B9G35_18800 [Klebsiella pneumoniae],Mutated,3,193,Hypothetical Proteins
YP_005227553.1,hypothetical protein KPHS_32530 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95138.1 hypothetical protein B9G35_17505 [Klebsiella pneumoniae],Mutated,67,80,Hypothetical Proteins
YP_005229117.1,hypothetical protein KPHS_48170 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96757.1 hypothetical protein B9G35_26250 [Klebsiella pneumoniae],Mutated,1,122,Hypothetical Proteins
YP_005228224.1,hypothetical protein KPHS_39240 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95885.1 hypothetical protein B9G35_21580 [Klebsiella pneumoniae],Mutated,11,280,Hypothetical Proteins
YP_005226606.1,putative lipoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94285.1 hypothetical protein B9G35_12920 [Klebsiella pneumoniae],Mutated,35,176,Hypothetical Proteins
YP_005226593.1,hypothetical protein KPHS_22930 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93286.1 hypothetical protein B9G35_07420 [Klebsiella pneumoniae],Mutated,3,69,Hypothetical Proteins
YP_005227852.1,hypothetical protein KPHS_35520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95496.1 hypothetical protein B9G35_19485 [Klebsiella pneumoniae],Mutated,33,46,Hypothetical Proteins
YP_005226626.1,DUF1471 domain-containing protein,GCA_002156725.1 ARS94304.1 hypothetical protein B9G35_13015 [Klebsiella pneumoniae],Mutated,5,68,Hypothetical Proteins
YP_005225336.1,hypothetical protein KPHS_10360 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93043.1 hypothetical protein B9G35_06140 [Klebsiella pneumoniae],Mutated,14,43,Hypothetical Proteins
YP_005226350.1,hypothetical protein KPHS_20500 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93981.1 hypothetical protein B9G35_11265 [Klebsiella pneumoniae],Mutated,2,41,Hypothetical Proteins
YP_005225306.1,AlpA family transcriptional regulator,GCA_002156725.1 ARS92595.1 hypothetical protein B9G35_03645 [Klebsiella pneumoniae],Mutated,6,88,Hypothetical Proteins
YP_005225366.1,phosphate starvation-inducible protein PsiF,GCA_002156725.1 ARS93069.1 hypothetical protein B9G35_06280 [Klebsiella pneumoniae],Mutated,5,105,Hypothetical Proteins
YP_005227961.1,YeiH family protein,GCA_002156725.1 ARS95591.1 hypothetical protein B9G35_20005 [Klebsiella pneumoniae],Mutated,3,349,Hypothetical Proteins
YP_005227183.1,hypothetical protein KPHS_28830 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97242.1 hypothetical protein B9G35_15700 [Klebsiella pneumoniae],Mutated,31,76,Hypothetical Proteins
YP_005226640.1,YitT family protein,GCA_002156725.1 ARS94317.1 hypothetical protein B9G35_13080 [Klebsiella pneumoniae],Mutated,9,204,Hypothetical Proteins
YP_005227812.1,DUF1869 domain-containing protein,GCA_002156725.1 ARS95454.1 hypothetical protein B9G35_19255 [Klebsiella pneumoniae],Mutated,22,111,Hypothetical Proteins
YP_005225294.1,hypothetical protein KPHS_09940 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93006.1 hypothetical protein B9G35_05935 [Klebsiella pneumoniae],Mutated,17,69,Hypothetical Proteins
YP_005226948.1,hypothetical protein KPHS_26480 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94599.1 hypothetical protein B9G35_14580 [Klebsiella pneumoniae],Mutated,2,79,Hypothetical Proteins
