Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005224731.1,transcriptional repressor UlaR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92481.1 transcriptional repressor UlaR [Klebsiella pneumoniae],Mutated,2,251,Regulators
YP_005229492.1,AraC family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91952.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,12,317,Regulators
YP_005229227.1,osmolarity response regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96864.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,1,239,Regulators
YP_005226971.1,TenA family protein,GCA_002156725.1 ARS94616.1 TenA family transcriptional regulator [Klebsiella pneumoniae],Mutated,8,214,Regulators
YP_005225695.1,IS3 family transposase,GCA_002202195.1 ASC22408.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,351,173,Regulators
YP_005224972.1,response regulator transcription factor,GCA_002156725.1 ARS97133.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,4,240,Regulators
YP_005226526.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94208.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,294,Regulators
YP_005227882.1,putative response regulator receiver [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95523.1 DNA-binding response regulator [Klebsiella pneumoniae],Mutated,15,233,Regulators
YP_005226846.1,multiple antibiotic resistance protein MarB,GCA_002156725.1 ARS94507.1 multiple antibiotic resistance regulatory periplasmic protein MarB [Klebsiella pneumoniae],Mutated,4,72,Regulators
YP_005229370.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96996.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,338,Regulators
YP_005224670.1,putative TetR/AcrR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97124.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,6,196,Regulators
YP_005226454.1,putative MarR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94072.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,22,152,Regulators
YP_005228257.1,putative DNA-binding transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95915.1 MurR/RpiR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,282,Regulators
YP_005227414.1,putative regulatory protein TetR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95017.1 TetR family transcriptional regulator [Klebsiella pneumoniae],Mutated,2,212,Regulators
YP_005225478.1,lac repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93174.1 lac repressor [Klebsiella pneumoniae],Mutated,2,356,Regulators
YP_005229408.1,DNA-binding transcriptional repressor LldR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97036.1 transcriptional regulator LldR [Klebsiella pneumoniae],Mutated,2,257,Regulators
YP_005226680.1,transcriptional repressor for phenylacetic acid degradation [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94355.1 phenylacetic acid degradation operon negative regulatory protein PaaX [Klebsiella pneumoniae],Mutated,10,308,Regulators
YP_005227742.1,"positive regulator for ctr capsule biosynthesis, positive transcription factor [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95309.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,2,207,Regulators
YP_005226002.1,biofilm formation regulatory protein BssR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93665.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,4,127,Regulators
YP_005226215.1,transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93868.1 pyrimidine utilization regulatory protein R [Klebsiella pneumoniae],Mutated,2,212,Regulators
YP_005227874.1,UDP-glucose pyrophosphorylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97277.1 GalU regulator GalF [Klebsiella pneumoniae],Mutated,37,324,Regulators
YP_005225249.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92962.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,301,Regulators
YP_005225077.1,DNA-binding transcriptional regulator AraC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92809.1 DNA-binding transcriptional regulator AraC [Klebsiella pneumoniae],Mutated,1,281,Regulators
YP_005228955.1,DNA-binding transcriptional repressor ExuR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96603.1 transcriptional regulator ExuR [Klebsiella pneumoniae],Mutated,3,258,Regulators
YP_005225982.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93645.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,238,Regulators
YP_005229240.1,transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96878.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,90,885,Regulators
YP_005226082.1,DoxX family protein,GCA_002156725.1 ARS93744.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,6,144,Regulators
YP_005224998.1,nicotinamide-nucleotide adenylyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92734.1 trifunctional nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase/transcriptional regulator NadR [Klebsiella pneumoniae],Mutated,2,410,Regulators
YP_005224542.1,SorC family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92308.1 Cro/Cl family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,317,Regulators
YP_005224973.1,2-component transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92712.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,4,224,Regulators
YP_005227186.1,putative regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94810.1 LacI family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,193,Regulators
YP_005227884.1,putative positive transcription regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95524.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,25,203,Regulators
YP_005225379.1,positive and negative sensor protein for pho regulon [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93081.1 PAS domain-containing sensor histidine kinase [Klebsiella pneumoniae],Mutated,3,431,Regulators
YP_005227498.1,global DNA-binding transcriptional dual regulator H-NS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95089.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,1,135,Regulators
YP_005227275.1,regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94890.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,161,Regulators
YP_005227774.1,"hypothetical protein KPHS_34740, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95373.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,16,42,Regulators
YP_005225910.1,putative regulatory protein MerR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93578.1 helix-turn-helix-type transcriptional regulator [Klebsiella pneumoniae],Mutated,1,244,Regulators
YP_005228992.1,penicillin-binding protein activator,GCA_002156725.1 ARS96636.1 penicillin-binding protein activator [Klebsiella pneumoniae],Mutated,24,705,Regulators
YP_005229458.1,putative methylated-DNA-[protein]-cysteine S-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97075.1 XRE family transcriptional regulator [Klebsiella pneumoniae],Mutated,14,352,Regulators
YP_005225119.1,secretion monitor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92850.1 SecA regulator SecM [Klebsiella pneumoniae],Mutated,12,162,Regulators
YP_005228117.1,EAL domain-containing protein,GCA_002156725.1 ARS95735.1 sensor domain-containing phosphodiesterase [Klebsiella pneumoniae],Mutated,46,723,Regulators
YP_005227756.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95321.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,103,306,Regulators
YP_005228150.1,transcriptional regulator EutR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95763.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,10,357,Regulators
YP_005225486.1,hemolysin expression-modulating protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93181.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,1,72,Regulators
YP_005225899.1,DNA-binding transcriptional regulator ModE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93569.1 molybdenum-dependent transcriptional regulator [Klebsiella pneumoniae],Mutated,9,262,Regulators
YP_005229377.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97003.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,1,96,Regulators
YP_005227261.1,"transcriptional regulator SlyA, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS97247.1 transcriptional regulator SlyA [Klebsiella pneumoniae],Mutated,57,98,Regulators
YP_005228364.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96038.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,15,302,Regulators
YP_005228307.1,TraR/DksA family transcriptional regulator,GCA_018128465.1 QUC47023.1 TraR/DksA family transcriptional regulator [Klebsiella pneumoniae],Mutated,11,75,Regulators
YP_005225463.1,GntR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93162.1 DNA-binding transcriptional regulator [Klebsiella pneumoniae],Mutated,14,475,Regulators
YP_005228102.1,putative LysR family regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95723.1 transcriptional regulator CynR [Klebsiella pneumoniae],Mutated,15,302,Regulators
YP_005225663.1,LuxR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93352.1 LuxR family transcriptional regulator [Klebsiella pneumoniae],Mutated,21,231,Regulators
YP_005227260.1,"MarR family transcriptional regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS97247.1 transcriptional regulator SlyA [Klebsiella pneumoniae],Mutated,106,42,Regulators
YP_005224587.1,helix-turn-helix transcriptional regulator,GCA_002156725.1 ARS92349.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,5,122,Regulators
YP_005226190.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93844.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,11,320,Regulators
YP_005226663.1,DNA-binding transcriptional activator FeaR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97219.1 transcriptional regulator FeaR [Klebsiella pneumoniae],Mutated,12,300,Regulators
YP_005225786.1,putative LysR-family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93464.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,5,310,Regulators
YP_005226358.1,putative ARAC-type regulatory protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97201.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,264,Regulators
YP_005227330.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94939.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,5,296,Regulators
YP_005224371.1,two-component sensor protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92138.1 two-component system sensor histidine kinase CpxA [Klebsiella pneumoniae],Mutated,9,453,Regulators
YP_005224410.1,transcriptional regulator HdfR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92175.1 transcriptional regulator HdfR [Klebsiella pneumoniae],Mutated,4,273,Regulators
YP_005228965.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96613.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,298,Regulators
YP_005224602.1,DNA-binding transcriptional regulator SoxS [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92364.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,109,Regulators
YP_005227811.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95453.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,55,304,Regulators
YP_005227959.1,putative DNA-binding transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95589.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,288,Regulators
YP_005228005.1,hybrid sensory kinase in two-component regulatory system with RcsB and YojN [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95632.1 hybrid sensor histidine kinase/response regulator [Klebsiella pneumoniae],Mutated,7,946,Regulators
